Company Name,LinkedIn Profile URL
NeenOpal Intelligent Solutions Private Limited,https://www.linkedin.com/company/intel/
ClarityX Analytics Private Limited,https://www.linkedin.com/company/clarityx-analytics/
Visotonics,https://www.linkedin.com/company/vodafone-idea/
Atinav Idea Lab Pvt Ltd,https://www.linkedin.com/company/vodafone-idea/
Neosapien,https://www.linkedin.com/company/sap/
Wavenet Technologies Private Limited,https://www.linkedin.com/company/wavenet/
Vaani Research Labs,https://www.linkedin.com/company/vaani/
Chimple,https://www.linkedin.com/company/chimple/
GMEET ELECTRONICS PRIVATE LIMITED,https://www.linkedin.com/company/gmeet-electronics/
Elluminati Ventures Pvt Ltd,https://www.linkedin.com/company/elluminati/
Prajvis,https://www.linkedin.com/company/vodafone-idea/
Endee Labs,https://www.linkedin.com/company/endee/
Zoven AI,https://www.linkedin.com/company/zoven/
YogiFi by Wellnesys Technologies,https://www.linkedin.com/company/yogifi-by/
Boaient Technology Solutions Private Limited,https://www.linkedin.com/company/boaient/
Unified AI,https://www.linkedin.com/company/unified-ai/
CodeAstra,https://www.linkedin.com/company/codeastra/
MadScientist,https://www.linkedin.com/company/madscientist/
Hyprbots Systems Pvt. Ltd.,https://www.linkedin.com/company/hyprbots/
TeachBetter.ai,https://www.linkedin.com/company/teachbetterai/
Fuski Ventures Private Limited,https://www.linkedin.com/company/fuski/
Transformer Neural Scan Quest Pvt Ltd (TNSQAI),https://www.linkedin.com/company/transformer-neural-scan/
Carnot Research Pvt Ltd,https://www.linkedin.com/company/carnot-research/
Avalon Tech Labs,https://www.linkedin.com/company/tech-mahindra/
AI Planet,https://www.linkedin.com/company/ai-planet/
Think Evolve Labs,https://www.linkedin.com/company/think/
Hunar.AI,https://www.linkedin.com/company/hunarai/
Bolna AI,https://www.linkedin.com/company/bolna-ai/
ARMS 4 AI,https://www.linkedin.com/company/arms/
Gignaati ( Smartians AI Private Limited),https://www.linkedin.com/company/gignaati/
Carver Agents,https://www.linkedin.com/company/carver-agents/
Monkhub Innovations Private Limited,https://www.linkedin.com/company/monkhub/
TanPrish Dynamics Private Limited,https://www.linkedin.com/company/tanprish-dynamics/
PVANALYTICA INNOVATIONS PRIVATE LIMITED,https://www.linkedin.com/company/pvanalytica-innovations/
Edza AI,https://www.linkedin.com/company/edza-ai/
ArthaVedh Consulting Pvt Limited,https://www.linkedin.com/company/arthavedh/
ZENERATIVE MINDS PRIVATE LIMITED,https://www.linkedin.com/company/zenerative-minds/
karemind Iscripts private limited,https://www.linkedin.com/company/karemind-iscripts/
Weam AI,https://www.linkedin.com/company/weam-ai/
RLAI,https://www.linkedin.com/company/rlai/
Mega Impacts,https://www.linkedin.com/company/mega-impacts/
Mimasa Ai,https://www.linkedin.com/company/mimasa/
ZIPP.AI,https://www.linkedin.com/company/zippai/
Atomo Innovation Pvt. Ltd.,https://www.linkedin.com/company/atomo-innovation/
AthenaAgent,https://www.linkedin.com/company/athenaagent/
Opsight AI Private Limited,https://www.linkedin.com/company/opsight/
Vidh Labs Private Limited,https://www.linkedin.com/company/vodafone-idea/
EdgeFleet.Ai,https://www.linkedin.com/company/edgefleetai/
TM2Space Technologies Pvt Ltd,https://www.linkedin.com/company/tm2space/
CYRAN AI Solutions Pvt Ltd,https://www.linkedin.com/company/cyran-ai/
Kenome (Brand of Qarbona Solutions Pvt. Ltd.),https://www.linkedin.com/company/kenome/
Apisdor Technologies Pvt Ltd,https://www.linkedin.com/company/apisdor/
Yolearn.ai,https://www.linkedin.com/company/yolearnai/
Bharat1.ai,https://www.linkedin.com/company/bharat1ai/
Empaithy,https://www.linkedin.com/company/empaithy/
Trench Security,https://www.linkedin.com/company/trench/
Pathania Svarix Private Limited,https://www.linkedin.com/company/pathania/
Getgabs LLP,https://www.linkedin.com/company/getgabs/
Buddy Mentor,https://www.linkedin.com/company/buddy-mentor/
Aalekh AI,https://www.linkedin.com/company/aalekh-ai/
Rasyn Technologies Private Limited,https://www.linkedin.com/company/rasyn/
FinStackk,https://www.linkedin.com/company/finstackk/
Webnyay AI,https://www.linkedin.com/company/webnyay-ai/
SEORCE,https://www.linkedin.com/company/seorce/
Brix AI Technology LLP,https://www.linkedin.com/company/brix/
amara info sec,https://www.linkedin.com/company/infosys/
Shodh.ai,https://www.linkedin.com/company/shodhai/
NCPEDP,https://www.linkedin.com/company/ncpedp/
EnxtAI,https://www.linkedin.com/company/enxtai/
ZOOOX,https://www.linkedin.com/company/zooox/
Intellexia Tech Private Ltd,https://www.linkedin.com/company/intel/
ProvisCommerce.AI,https://www.linkedin.com/company/vodafone-idea/
TESTPAN INDIA PRIVATE LIMITED,https://www.linkedin.com/company/testpan/
Manthana.AI,https://www.linkedin.com/company/manthanaai/
Ethana.ai,https://www.linkedin.com/company/ethanaai/
gts.ai,https://www.linkedin.com/company/gtsai/
SECUAI SOLUTIONS PRIVATE LIMITED,https://www.linkedin.com/company/secuai/
Bluemachines(Apna.com),https://www.linkedin.com/company/bluemachines/
Proximal Cloud (Proximal Cloud Private Limited),https://www.linkedin.com/company/google-cloud/
Enterprise Estonia,https://www.linkedin.com/company/enterprise-estonia/
Piramal Foundation,https://www.linkedin.com/company/piramal/
I2K2 Networks Private Limited,https://www.linkedin.com/company/i2k2/
Apisod Technologies Private Limited,https://www.linkedin.com/company/apisod/
Meganet Technologies Global Limited,https://www.linkedin.com/company/meganet-technologies/
Meerut Institute of Emgineering & Technology,https://www.linkedin.com/company/meerut-institute-of/
Invincible Ocean,https://www.linkedin.com/company/vodafone-idea/
Whiz Meeting India Private Limited,https://www.linkedin.com/company/whiz/
Ernst & Young LLP (EY),https://www.linkedin.com/company/ernst/
AeonX Digital,https://www.linkedin.com/company/aeonx/
Zypl Holding Ltd,https://www.linkedin.com/company/zypl/
Intellicloud Solutions Private Limited,https://www.linkedin.com/company/intel/
Manentia AI,https://www.linkedin.com/company/manentia-ai/
DGTLmart Technologies Pvt. Ltd.,https://www.linkedin.com/company/dgtlmart/
Northstarz AI,https://www.linkedin.com/company/northstarz/
REAN CARE FOUNDATION (INDIA),https://www.linkedin.com/company/rean-care/
SDLC Corp,https://www.linkedin.com/company/sdlc/
Ledsak Technologies Private Limited,https://www.linkedin.com/company/ledsak/
Thenoah.ai,https://www.linkedin.com/company/thenoahai/
scanO,https://www.linkedin.com/company/scano/
Aviara Labs,https://www.linkedin.com/company/vodafone-idea/
Spharaka Networks Private Limited,https://www.linkedin.com/company/spharaka-networks/
Novyte Materials,https://www.linkedin.com/company/novyte/
Tecnod8.AI,https://www.linkedin.com/company/tecnod8ai/
Integrated 9AI Business Solutions Pvt. Ltd.,https://www.linkedin.com/company/integrated-9ai-business/
IKTARA Data Sciences,https://www.linkedin.com/company/databricks/
S4AI Technologies LLP,https://www.linkedin.com/company/s4ai/
OnFinance AI,https://www.linkedin.com/company/onfinance/
CIVET Global Technology Services Private Limited,https://www.linkedin.com/company/civet/
Tranquil AI,https://www.linkedin.com/company/tranquil/
Repliant AI,https://www.linkedin.com/company/repliant-ai/
NavigatingX,https://www.linkedin.com/company/vodafone-idea/
Techshlok Research and Development Pvt Ltd,https://www.linkedin.com/company/techshlok-research-and/
Pharynx AI,https://www.linkedin.com/company/pharynx/
Miraista,https://www.linkedin.com/company/miraista/
AutonomOps AI,https://www.linkedin.com/company/autonomops-ai/
Altiv.AI,https://www.linkedin.com/company/altivai/
Tacodi Electronics Pvt Ltd,https://www.linkedin.com/company/tacodi-electronics/
SETV Healthcare Technologies Private Limited,https://www.linkedin.com/company/setv/
Power Grid Corporation of India Limited,https://www.linkedin.com/company/power-grid/
Electronics Corporation Of Tamil Nadu Limited,https://www.linkedin.com/company/electronics/
NIDP Developers Private Limited,https://www.linkedin.com/company/nidp/
Yo Doozy! Media Private Limited,https://www.linkedin.com/company/yo-doozy-media/
I-Hub For Robotics And Autonomous Systems,https://www.linkedin.com/company/i-hub/
International Institute Of Information(Bangalore),https://www.linkedin.com/company/international/
Redington Limited,https://www.linkedin.com/company/redington/
ESC ( Electronic Software Export Promotion Council ),https://www.linkedin.com/company/esc/
The International Solar Alliance (ISA),https://www.linkedin.com/company/ola/
Paytm,https://www.linkedin.com/company/paytm/
Lenovo,https://www.linkedin.com/company/lenovo/
Eros Innovation,https://www.linkedin.com/company/eros-innovation/
Velankani Information Systems Ltd.,https://www.linkedin.com/company/velankani-information-systems/
Voxot Solutions Pvt. Ltd. (Pragyaa.ai),https://www.linkedin.com/company/voxot/
Sreyas Software Solutions Pvt. Ltd.,https://www.linkedin.com/company/ernst-and-young/
Spotless AI Robotics Pvt. Ltd.,https://www.linkedin.com/company/spotless-ai/
QuaaPeak Tech Pvt. Ltd,https://www.linkedin.com/company/tech-mahindra/
Miimansa AI Pvt. Ltd.,https://www.linkedin.com/company/mindian-institute-of-managementansa-ai/
Manodayam Pvt. Ltd.,https://www.linkedin.com/company/manodayam/
Kubar Protocol Pvt. Ltd.,https://www.linkedin.com/company/kubar/
Inweon IT Innovations Pvt. Ltd.,https://www.linkedin.com/company/inweon-it-innovations/
INTELIQUANT AI Pvt. Ltd.,https://www.linkedin.com/company/intel/
Hanu AI Pvt. Ltd.,https://www.linkedin.com/company/hanu-ai/
Farmoid Robotech Pvt. Ltd.,https://www.linkedin.com/company/farmoid-robotech/
DSeT Consulting Pvt. Ltd.,https://www.linkedin.com/company/dset/
Devick Biz Solutions Pvt. Ltd. (OneNDF),https://www.linkedin.com/company/vodafone-idea/
Daakia Pvt. Ltd.,https://www.linkedin.com/company/daakia/
Ashaa Technology Solutions Pvt. Ltd. (Ashaa.AI),https://www.linkedin.com/company/ashaa/
Agnistoka Digital Universe Tech Pvt. Ltd.,https://www.linkedin.com/company/tech-mahindra/
YellowSense Technologies Pvt. Ltd.,https://www.linkedin.com/company/yellowsense/
Voptimaise Climate Tech Solutions Pvt. Ltd.,https://www.linkedin.com/company/tech-mahindra/
Evigway Technologies Pvt. Ltd.,https://www.linkedin.com/company/vodafone-idea/
Testaing Solutions Pvt. Ltd.,https://www.linkedin.com/company/testaing/
Talentspotify Pvt. Ltd.,https://www.linkedin.com/company/talentspotify/
Predulive Innovations Pvt. Ltd.,https://www.linkedin.com/company/predulive/
Cgreen,https://www.linkedin.com/company/cgreen/
Inflynx Technologies Pvt. Ltd.,https://www.linkedin.com/company/inflynx/
Esniff Devices Pvt. Ltd.,https://www.linkedin.com/company/vodafone-idea/
Brenin Technologies Pvt. Ltd.,https://www.linkedin.com/company/brenin/
Dotnitron Technologies,https://www.linkedin.com/company/dotnitron/
MyGST Refund,https://www.linkedin.com/company/mygst/
Quaapton AI Solutions Pvt. Ltd.,https://www.linkedin.com/company/quaapton/
VOICERAcx,https://www.linkedin.com/company/voiceracx/
Macgence AI,https://www.linkedin.com/company/macgence-ai/
SetMyCart,https://www.linkedin.com/company/setmycart/
Qubrid AI,https://www.linkedin.com/company/qubrid/
Yugyog,https://www.linkedin.com/company/yugyog/
KIREAP,https://www.linkedin.com/company/kireap/
Aminuteman technologies,https://www.linkedin.com/company/aminuteman/
Birchlogic,https://www.linkedin.com/company/birchlogic/
Aekyam- AI Orchestration Platform,https://www.linkedin.com/company/aekyam-ai-orchestration-platform/
CODETANTRA,https://www.linkedin.com/company/codetantra/
Computer Shiksha,https://www.linkedin.com/company/computer/
CarryYourAI Technologies Private Limited,https://www.linkedin.com/company/carryyourai/
ClassMap,https://www.linkedin.com/company/classmap/
WheelsEye,https://www.linkedin.com/company/ernst-and-young/
Brahmaa.ai,https://www.linkedin.com/company/brahmaaai/
qRaptor,https://www.linkedin.com/company/qraptor/
Vision Digital India,https://www.linkedin.com/company/vodafone-idea/
Delta4 Infotech Pvt Ltd,https://www.linkedin.com/company/delta4-infotech/
TripGain,https://www.linkedin.com/company/tripgain/
MySelllerCentral,https://www.linkedin.com/company/myselllercentral/
Leverage,https://www.linkedin.com/company/leverage/
KARKAAI TECHNOLOGIES PRIVATE LIMITED,https://www.linkedin.com/company/karkaai/
Trndx Technologies LLP,https://www.linkedin.com/company/trndx/
BHARATADEX PLATFORM PRIVATE LIMITED,https://www.linkedin.com/company/bharatadex-platform/
Tylect Technologies,https://www.linkedin.com/company/tylect/
Molecule AI Private Limited,https://www.linkedin.com/company/molecule/
Unbox Industry,https://www.linkedin.com/company/unbox/
TatvaCare,https://www.linkedin.com/company/tatvacare/
Yarnit,https://www.linkedin.com/company/yarnational-institute-of-technology/
SKYE AIR MOBILITY PVT LTD,https://www.linkedin.com/company/skye-air-mobility/
SoulEra,https://www.linkedin.com/company/soulera/
Curate Data Analytics LLP,https://www.linkedin.com/company/databricks/
Propio,https://www.linkedin.com/company/propio/
Deepmindz Innovations,https://www.linkedin.com/company/deepmindz-innovations/
Procol,https://www.linkedin.com/company/procol/
Appzlogic Mobility Solutions Pvt Ltd,https://www.linkedin.com/company/appzlogic/
Data Science Wizards Pvt Ltd,https://www.linkedin.com/company/databricks/
GramIQ,https://www.linkedin.com/company/gramiq/
RationalGO,https://www.linkedin.com/company/rationalgo/
XenReality,https://www.linkedin.com/company/xenreality/
ZipNom,https://www.linkedin.com/company/zipnom/
VITT AI,https://www.linkedin.com/company/vodafone-idea/
Ulai (Sashakti Ventures Pvt Ltd),https://www.linkedin.com/company/ulai/
Assessli,https://www.linkedin.com/company/assessli/
Prodloop Technologies Private Limited,https://www.linkedin.com/company/prodloop/
EmpathIQ Technologies Pvt Ltd,https://www.linkedin.com/company/empathiq/
CraftifAI,https://www.linkedin.com/company/craftifai/
Intelekt AI,https://www.linkedin.com/company/intel/
CyberUltron Consulting Private Limited,https://www.linkedin.com/company/cyberultron/
Atsuya Technologies Pvt Ltd,https://www.linkedin.com/company/atsuya/
Kokumi Technologies Private Limited,https://www.linkedin.com/company/kokumi/
Osto Cybersecurity,https://www.linkedin.com/company/osto/
Vomyra AI Solutions Pvt Ltd,https://www.linkedin.com/company/vomyra-ai/
CURLSEK AI TECHNOLOGIES PRIVATE LIMITED,https://www.linkedin.com/company/curlsek-ai/
Optywise AI Solutions,https://www.linkedin.com/company/optywise/
Mark II,https://www.linkedin.com/company/mark/
Orange Virtual Global Solutions Pvt. Ltd,https://www.linkedin.com/company/vodafone-idea/
Syncious Systems Pvt. Ltd.,https://www.linkedin.com/company/syncious/
Neural Defend,https://www.linkedin.com/company/neural/
The Fashion OS - Powered by Lal10,https://www.linkedin.com/company/the-fashion-os-powered-by/
HawkAItrack Technologies LLP,https://www.linkedin.com/company/hawkaitrack/
Vibencode Private Limited,https://www.linkedin.com/company/vodafone-idea/
FriendsLearn Pvt Ltd,https://www.linkedin.com/company/friendslearn/
BuzzClan India,https://www.linkedin.com/company/buzzclan/
GrowQR Agentic AI (GrowQR Private Limited),https://www.linkedin.com/company/growqr-agentic/
Daten & Wissen Pvt. Ltd.,https://www.linkedin.com/company/daten/
Kriyam.ai (GEOGO),https://www.linkedin.com/company/kriyamai/
Embedr,https://www.linkedin.com/company/embedr/
TensorGo Software Pvt Ltd.,https://www.linkedin.com/company/tensorgo/
Izzki Tech Solutions Pvt. Ltd.,https://www.linkedin.com/company/tech-mahindra/
Health Gennie,https://www.linkedin.com/company/health/
OrcaSheets Technologies Pvt Ltd,https://www.linkedin.com/company/orcasheets/
Medvolt Tech Private Limited,https://www.linkedin.com/company/tech-mahindra/
RoadVision AI,https://www.linkedin.com/company/vodafone-idea/
AutoBIQ,https://www.linkedin.com/company/autobiq/
Skoop,https://www.linkedin.com/company/skoop/
Ekam Internet LLP,https://www.linkedin.com/company/ekam/
OPC HUB India,https://www.linkedin.com/company/opc-hub/
Platione Solutions Pvt Ltd,https://www.linkedin.com/company/platione/
Felamity Technologies LLP,https://www.linkedin.com/company/felamity/
ADHRITH AI INDIA R&D Pvt Ltd,https://www.linkedin.com/company/adhrith/
Mira AI Think Pvt. Ltd.,https://www.linkedin.com/company/mira/
Vikrantum AI Pvt Ltd,https://www.linkedin.com/company/vodafone-idea/
Codemate AI,https://www.linkedin.com/company/codemate-ai/
Project Genesis AI Labs,https://www.linkedin.com/company/project-genesis-ai/
SimpliFin.ai,https://www.linkedin.com/company/simplifinai/
Foreclose AI,https://www.linkedin.com/company/foreclose/
Blackcoat Legaltech Private Limited,https://www.linkedin.com/company/blackcoat-legaltechnologies/
Kalvium,https://www.linkedin.com/company/vodafone-idea/
Modern village future innovations,https://www.linkedin.com/company/vodafone-idea/
DeskTrack,https://www.linkedin.com/company/desktrack/
Nxgsecure Solutions Pvt Ltd,https://www.linkedin.com/company/nxgsecure/
Thrico by PulsePlay Digital,https://www.linkedin.com/company/thrico-by-pulseplay/
Ravit Technologies Pvt Ltd,https://www.linkedin.com/company/vodafone-idea/
DATASAMUDRA,https://www.linkedin.com/company/datasamudra/
CyberMitra.ai,https://www.linkedin.com/company/cybermitraai/
EASE MY AI PVT LTD,https://www.linkedin.com/company/ease-my-ai/
SagurIT Technologies Private Limited,https://www.linkedin.com/company/sagurit/
ManufApp,https://www.linkedin.com/company/manufapp/
Fashdeck AI Private Limited,https://www.linkedin.com/company/fashdeck-ai/
Acube AI,https://www.linkedin.com/company/acube/
Koonj AI,https://www.linkedin.com/company/koonj-ai/
Edufusion Ventures Pvt Ltd,https://www.linkedin.com/company/edufusion/
Neurema,https://www.linkedin.com/company/neurema/
enestock private limited,https://www.linkedin.com/company/enestock/
Veritos Infosolutions Pvt. Ltd.,https://www.linkedin.com/company/veritos/
Puch AI,https://www.linkedin.com/company/puch-ai/
LetsAI Solutions Pvt. Ltd.,https://www.linkedin.com/company/letsai/
BUWCH LIFESTYLES AND MANAGEMENT PRIVATE LIMITED,https://www.linkedin.com/company/buwch-lifestyles/
INDIAN INSTITUTE OF TECHNOLOGY JAMMU,https://www.linkedin.com/company/indian-institute-of-technology/
Smartters,https://www.linkedin.com/company/smartters/
Gradelab,https://www.linkedin.com/company/gradelab/
Tryzent Technologies Private Limited,https://www.linkedin.com/company/tryzent/
Zephara AI,https://www.linkedin.com/company/zephara/
Curvo AI,https://www.linkedin.com/company/curvo-ai/
UnleashX,https://www.linkedin.com/company/unleashx/
Querygen,https://www.linkedin.com/company/querygen/
GRAG AI FACTORY,https://www.linkedin.com/company/grag/
Carer Healthcare AI Pvt. Ltd.,https://www.linkedin.com/company/carer-healthcare-ai/
Katidhan Tech Pvt Ltd,https://www.linkedin.com/company/tech-mahindra/
Olbrain Labs,https://www.linkedin.com/company/olbrain/
Insigteye.Ai,https://www.linkedin.com/company/ernst-and-young/
Girikon.AI,https://www.linkedin.com/company/girikonai/
STEMpedia,https://www.linkedin.com/company/stempedia/
Simplita AI Technologies Pvt Ltd,https://www.linkedin.com/company/simplita-ai/
Hack2skill,https://www.linkedin.com/company/hack2skill/
Proxgy,https://www.linkedin.com/company/proxgy/
Antino,https://www.linkedin.com/company/antino/
Ednectar,https://www.linkedin.com/company/ednectar/
EDREVEL,https://www.linkedin.com/company/edrevel/
NeuralEDGE,https://www.linkedin.com/company/neuraledge/
Ello.AI,https://www.linkedin.com/company/elloai/
Quanta AI Labs,https://www.linkedin.com/company/quanta/
AIVEda,https://www.linkedin.com/company/aiveda/
Techymed Ai,https://www.linkedin.com/company/techymed/
STEMBOTIX,https://www.linkedin.com/company/stembotix/
DesiCrew Solutions,https://www.linkedin.com/company/desicrew/
Grovio AI,https://www.linkedin.com/company/vodafone-idea/
Jivi AI,https://www.linkedin.com/company/vodafone-idea/
DueDraft.ai,https://www.linkedin.com/company/duedraftai/
Fitnastic Health pvt ltd,https://www.linkedin.com/company/fitnastic/
Movibase Platform Private Limited,https://www.linkedin.com/company/vodafone-idea/
AXL Infotech Pvt. Ltd.,https://www.linkedin.com/company/axl-infotech/
Growth Jockey Pvt. Ltd.,https://www.linkedin.com/company/ernst-and-young/
Kritdhi AI,https://www.linkedin.com/company/kritdhi/
Spark Connect,https://www.linkedin.com/company/spark-connect/
Gupshup Technology India Pvt Ltd,https://www.linkedin.com/company/gupshup/
Alertis PVT LTD,https://www.linkedin.com/company/alertis/
Presear Softwares PVT LTD,https://www.linkedin.com/company/presear/
Vasitum Inc.,https://www.linkedin.com/company/vasitum/
Onelogica,https://www.linkedin.com/company/onelogica/
Omelo - AI for Animal Health,https://www.linkedin.com/company/omelo/
GTMvantage Technologies Private Limited,https://www.linkedin.com/company/gtmvantage/
Coral Innovations Pvt. Ltd. (Bharat Smart Services),https://www.linkedin.com/company/coral-innovations/
BigOHealth,https://www.linkedin.com/company/bigohealth/
MarcViews Networks Inc.,https://www.linkedin.com/company/vodafone-idea/
Exosphere,https://www.linkedin.com/company/exosphere/
Deepchecks,https://www.linkedin.com/company/deepchecks/
Newronai Technologies Pvt Ltd,https://www.linkedin.com/company/newronai/
Truverizen Technologies Pvt. Ltd.,https://www.linkedin.com/company/truverizen/
OmniCard,https://www.linkedin.com/company/omnicard/
Reblue Ventures Pvt Ltd,https://www.linkedin.com/company/reblue/
Infinite Uptime India Private Limited,https://www.linkedin.com/company/infinite-uptime/
VivaMama,https://www.linkedin.com/company/vodafone-idea/
NexusVoid AI,https://www.linkedin.com/company/nexusvoid/
EmergX,https://www.linkedin.com/company/emergx/
Satyananda Technologies Pvt ltd (ambaram.ai),https://www.linkedin.com/company/satyananda/
TaxbotGPT AI Pvt Ltd,https://www.linkedin.com/company/taxbotgpt/
I HUB RESEARCH AND ROBOTICS PRIVATE LIMITED,https://www.linkedin.com/company/i-hub-research-and-robotics/
Secondbrain.AI Pvt Ltd,https://www.linkedin.com/company/secondbrainai/
Dashverse India Private Limited,https://www.linkedin.com/company/dashverse/
Synergylabs Technology Private Limited,https://www.linkedin.com/company/synergylabs/
HattaKatta Tech,https://www.linkedin.com/company/tech-mahindra/
CORAA AI,https://www.linkedin.com/company/coraa-ai/
Vexoo Labs,https://www.linkedin.com/company/vexoo/
EmvoAI Labs Private Limited,https://www.linkedin.com/company/emvoai/
Consint Solutions Private Limited,https://www.linkedin.com/company/consint/
Waisl Limited,https://www.linkedin.com/company/waisl/
Immerso Innovation Venture Private Limited,https://www.linkedin.com/company/immerso-innovation-venture/
Mine2,https://www.linkedin.com/company/mine2/
Agniware,https://www.linkedin.com/company/agniware/
THINK MOD AI,https://www.linkedin.com/company/think-mod/
Prajva Plus (First Trained Ai of Ayurveda),https://www.linkedin.com/company/prajva/
Glad Systems and Technologies Pvt. Ltd.,https://www.linkedin.com/company/glad-systems/
Idea Jewellery Ai,https://www.linkedin.com/company/vodafone-idea/
Solution Buddy,https://www.linkedin.com/company/solution-buddy/
Medha Robotics Private Limited,https://www.linkedin.com/company/medha-robotics/
Peush Bery,https://www.linkedin.com/company/peush-bery/
Now Technologies Pvt. Ltd.,https://www.linkedin.com/company/snowflake/
Chakravue Ai Private Limited,https://www.linkedin.com/company/chakravue-ai/
Vidla AI,https://www.linkedin.com/company/vodafone-idea/
National Health Authority,https://www.linkedin.com/company/national/
Utho Platforms Private Limited,https://www.linkedin.com/company/utho-platforms/
Acidaes Solutions Private Limited,https://www.linkedin.com/company/acidaes/
AIOT Foundry Private Limited,https://www.linkedin.com/company/aiot/
Clean Water Generator Private Limited,https://www.linkedin.com/company/clean-water/
Autogradex Assessments Private Limited,https://www.linkedin.com/company/autogradex-assessments/
Combat Robotics India Private Limited,https://www.linkedin.com/company/combat-robotics/
neurIOT Labs,https://www.linkedin.com/company/neuriot/
intute-ai technologies opc pvt ltd,https://www.linkedin.com/company/intute-ai-technologies-opc/
Coppermax Technologies LLP,https://www.linkedin.com/company/coppermax/
Noveum.ai,https://www.linkedin.com/company/noveumai/
Responsible AI Labs Private Limited,https://www.linkedin.com/company/responsible-ai/
Passionfruit,https://www.linkedin.com/company/passionfruit/
Unpod AI,https://www.linkedin.com/company/unpod/
Mulltiply Tech India Private Limited,https://www.linkedin.com/company/tech-mahindra/
Prospectoo,https://www.linkedin.com/company/prospectoo/
hoolo.ai,https://www.linkedin.com/company/hooloai/
Phinite.ai,https://www.linkedin.com/company/phiniteai/
M/S Eye Vision Audio Visual,https://www.linkedin.com/company/ernst-and-young/
Voxaura Labs Private Limited,https://www.linkedin.com/company/voxaura/
Apicon Solutions Private Limited,https://www.linkedin.com/company/apicon/
W3villa Technologies Pvt Ltd,https://www.linkedin.com/company/vodafone-idea/
TechBeacon Solutions Private Limited,https://www.linkedin.com/company/techbeacon/
George P Johnson Event Marketing Private Limited,https://www.linkedin.com/company/george-p-johnson-event/
Ai Unika technologies Private Limited,https://www.linkedin.com/company/ai-unika/
Manavritti Solutions Private Limited,https://www.linkedin.com/company/manavritti/
Nexoratrading Ventures Pvt Ltd,https://www.linkedin.com/company/nexoratrading/
Navx Advisors LLP,https://www.linkedin.com/company/vodafone-idea/
MPYG Technologies Private Limited,https://www.linkedin.com/company/mpyg/
Mindweave Transformers Private Limited,https://www.linkedin.com/company/mindweave/
Meta Igentico LLP,https://www.linkedin.com/company/meta/
Indus AI Private Limited,https://www.linkedin.com/company/indus-ai/
Trismus Healthcare Technologies Private Limited,https://www.linkedin.com/company/trismus-healthcare/
IVC Ventures International Innovation Pvt Ltd,https://www.linkedin.com/company/ivc-ventures-international-innovation/
Codefork Technologies pvt ltd,https://www.linkedin.com/company/codefork/
NOVELIO TECHNOLOGIES PVT LTD,https://www.linkedin.com/company/novelio/
NOVELIO TECHNOLOGIES PVT LTD,https://www.linkedin.com/company/novelio/
Indian Institute Of Tropical Meteorology,https://www.linkedin.com/company/indian-institute-of-tropical/
Ritnand Balved Education Foundation,https://www.linkedin.com/company/ritnand-balved-education/
Kestone Integrated Marketing Services,https://www.linkedin.com/company/kestone-integrated-marketing/
FIA Technology Services Pvt. Ltd.,https://www.linkedin.com/company/fia/
Apnatime Tech Private Limited,https://www.linkedin.com/company/tech-mahindra/
Evvolv Transformations Private Limited,https://www.linkedin.com/company/evvolv/
Neoniche Integrated Solutions Private Limited,https://www.linkedin.com/company/neoniche/
Nauvata Energy Transition Enterprise Private,https://www.linkedin.com/company/nauvata-energy/
Interviewbit Software Services Pvt Ltd,https://www.linkedin.com/company/vodafone-idea/
Concretio Holistic Software Services Private Limited,https://www.linkedin.com/company/concretio-holistic-software/
Reliance Foundation Institution Of Education And Research,https://www.linkedin.com/company/reliance-jio/
Meraki Communications Private Limited,https://www.linkedin.com/company/meraki-communications/
Nopaperforms Solutions Limited,https://www.linkedin.com/company/nopaperforms/
Eyantra Ventures Limited,https://www.linkedin.com/company/ernst-and-young/
IFuturix AI Labs Private Limited,https://www.linkedin.com/company/ifuturix-ai/
n9m AI VENTURES,https://www.linkedin.com/company/n9m/
Explurger,https://www.linkedin.com/company/explurger/
